Season,Player,Team,Position,evo_rank,evd_rank,ppl_rank,pkl_rank,oio_rank,oid_rank,sht_rank,scr_rank,zon_rank,plm_rank,pen_rank,phy_rank,fof_rank,fan_rank,Role,GP,TOI,Goals,First Assists,Age,Date of Birth,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Round,Round Pick,Overall Draft Position
2023-2024,Tyler Pitlick,NYR,F,423.0,146.0,,,445.0,230.0,363.0,438.0,372.0,307.0,32.0,46.0,,428.0,Bottom 6,34,346.73333333333,1,2,33.0,1991-11-01,USA,USA,74.0,200.0,2010,2,1,31
2023-2024,Tyler Seguin,DAL,F,72.0,350.0,99.0,108.0,124.0,271.0,97.0,69.0,190.0,140.0,324.0,247.0,28.0,102.0,Second Line,68,1125.2,25,15,33.0,1992-01-31,CAN,CAN,73.0,205.0,2010,1,2,2
2023-2024,Tyler Toffoli,"NJD, WPG",F,43.0,227.0,39.0,218.0,57.0,112.0,24.0,30.0,56.0,124.0,159.0,290.0,,73.0,Second Line,79,1339.85,33,14,33.0,1992-04-24,CAN,CAN,72.0,203.0,2010,2,17,47
2023-2024,Tyson Foerster,PHI,F,269.0,52.0,209.0,,117.0,88.0,219.0,201.0,352.0,431.0,293.0,219.0,,199.0,Second Line,77,1329.7,20,6,23.0,2002-01-18,CAN,CAN,74.0,194.0,2020,1,23,23
2023-2024,Tyson Jost,BUF,F,401.0,174.0,,191.0,420.0,261.0,298.0,413.0,199.0,379.0,90.0,191.0,121.0,384.0,Bottom 6,43,455.63333333333,3,2,27.0,1998-03-14,CAN,CAN,71.0,187.0,2016,1,10,10
2023-2024,Valeri Nichushkin,COL,F,84.0,181.0,68.0,29.0,47.0,155.0,101.0,54.0,80.0,108.0,105.0,249.0,,36.0,First Line,54,1152.9166666667,28,17,30.0,1995-03-04,RUS,RUS,76.0,210.0,2013,1,10,10
2023-2024,Valtteri Puustinen,PIT,F,144.0,29.0,208.0,,139.0,115.0,168.0,412.0,312.0,86.0,408.0,262.0,,291.0,Bottom 6,52,610.85,5,10,26.0,1999-06-04,FIN,FIN,69.0,183.0,2019,7,17,203
2023-2024,Victor Olofsson,BUF,F,241.0,343.0,159.0,,337.0,287.0,147.0,95.0,169.0,355.0,78.0,429.0,,229.0,Bottom 6,51,590.01666666667,7,2,30.0,1995-07-18,SWE,SWE,71.0,181.0,2014,7,1,181
2023-2024,Vincent Trocheck,NYR,F,142.0,178.0,42.0,9.0,62.0,245.0,139.0,198.0,195.0,45.0,311.0,131.0,10.0,66.0,First Line,82,1759.2833333333,25,37,32.0,1993-07-11,USA,USA,71.0,184.0,2011,3,3,64
2023-2024,Vinni Lettieri,MIN,F,329.0,216.0,,,366.0,338.0,242.0,265.0,275.0,353.0,426.0,136.0,,353.0,Bottom 6,46,440.95,5,3,30.0,1995-02-06,USA,USA,70.0,184.0,-,-,-,-
2023-2024,Vladimir Tarasenko,"FLA, OTT",F,75.0,441.0,88.0,,188.0,440.0,84.0,74.0,87.0,58.0,98.0,230.0,,89.0,Second Line,76,1196.0,23,20,33.0,1991-12-13,RUS,RUS,73.0,228.0,2010,1,16,16
2023-2024,Vladislav Namestnikov,WPG,F,283.0,62.0,230.0,137.0,170.0,43.0,356.0,335.0,92.0,235.0,155.0,169.0,204.0,295.0,Bottom 6,78,1128.2666666667,11,13,32.0,1992-11-22,RUS,RUS,72.0,179.0,2011,1,27,27
2023-2024,Walker Duehr,CGY,F,109.0,296.0,,,281.0,239.0,179.0,169.0,238.0,148.0,372.0,48.0,,380.0,Fringe,40,324.66666666667,2,4,27.0,1997-11-23,USA,USA,74.0,210.0,-,-,-,-
2023-2024,Warren Foegele,EDM,F,42.0,133.0,,144.0,102.0,73.0,51.0,156.0,171.0,133.0,184.0,151.0,,203.0,Bottom 6,82,1146.0166666667,20,14,29.0,1996-04-01,CAN,CAN,74.0,198.0,2014,3,7,67
2023-2024,Will Cuylle,NYR,F,317.0,271.0,,,362.0,216.0,201.0,219.0,141.0,421.0,388.0,25.0,,371.0,Bottom 6,81,901.16666666667,13,4,23.0,2002-02-05,CAN,CAN,75.0,211.0,2020,2,29,60
2023-2024,William Carrier,VGK,F,88.0,46.0,,,191.0,31.0,63.0,129.0,360.0,317.0,121.0,45.0,,280.0,Bottom 6,39,435.66666666667,6,1,30.0,1994-12-20,CAN,CAN,74.0,218.0,2013,2,27,57
2023-2024,William Eklund,SJS,F,425.0,431.0,202.0,99.0,260.0,457.0,408.0,350.0,426.0,214.0,338.0,428.0,,177.0,First Line,80,1492.9666666667,16,16,22.0,2002-10-12,SWE,SWE,71.0,181.0,2021,1,7,7
2023-2024,William Karlsson,VGK,F,82.0,88.0,96.0,49.0,94.0,83.0,172.0,113.0,251.0,92.0,38.0,385.0,25.0,99.0,Second Line,70,1232.1166666667,30,20,32.0,1993-01-08,SWE,SWE,72.0,190.0,2011,2,23,53
2023-2024,William Lockwood,FLA,F,462.0,2.0,,,323.0,1.0,398.0,464.0,297.0,464.0,452.0,34.0,,464.0,Fringe,26,213.16666666667,0,0,27.0,1998-06-20,USA,USA,71.0,172.0,2016,3,3,64
2023-2024,William Nylander,TOR,F,14.0,302.0,10.0,168.0,45.0,294.0,15.0,18.0,45.0,17.0,145.0,447.0,,13.0,First Line,82,1632.9166666667,40,36,29.0,1996-05-01,CAN,SWE,72.0,204.0,2014,1,8,8
2023-2024,Wyatt Johnston,DAL,F,51.0,202.0,189.0,167.0,168.0,172.0,121.0,60.0,217.0,122.0,368.0,417.0,136.0,122.0,Second Line,82,1394.2,32,25,22.0,2003-05-14,CAN,CAN,73.0,185.0,2021,1,23,23
2023-2024,Yakov Trenin,"COL, NSH",F,313.0,241.0,,19.0,308.0,176.0,234.0,281.0,418.0,427.0,334.0,66.0,,318.0,Bottom 6,76,1107.5833333333,12,3,28.0,1997-01-13,RUS,RUS,74.0,201.0,2015,2,25,55
2023-2024,Yanni Gourde,SEA,F,213.0,77.0,293.0,7.0,148.0,110.0,280.0,349.0,240.0,170.0,277.0,157.0,86.0,179.0,Second Line,80,1395.8166666667,11,15,33.0,1991-12-15,CAN,CAN,69.0,174.0,-,-,-,-
2023-2024,Yegor Chinakhov,CBJ,F,167.0,307.0,245.0,,307.0,371.0,136.0,159.0,197.0,215.0,102.0,252.0,,210.0,Bottom 6,53,803.88333333333,16,9,24.0,2001-02-01,RUS,RUS,73.0,204.0,2020,1,21,21
2023-2024,Yegor Sharangovich,CGY,F,149.0,316.0,233.0,33.0,116.0,246.0,167.0,97.0,71.0,184.0,109.0,449.0,199.0,148.0,Second Line,82,1419.8166666667,31,18,27.0,1998-06-06,BLR,BLR,74.0,196.0,2018,5,17,141
2023-2024,Zach Benson,BUF,F,247.0,207.0,215.0,,145.0,241.0,377.0,358.0,243.0,263.0,422.0,392.0,,306.0,Bottom 6,71,1030.7333333333,11,11,20.0,2005-05-12,CAN,,69.0,163.0,2023,1,13,13
2023-2024,Zach Hyman,EDM,F,15.0,219.0,28.0,224.0,21.0,171.0,29.0,7.0,31.0,136.0,231.0,289.0,,26.0,First Line,80,1560.0333333333,54,11,33.0,1992-06-09,CAN,CAN,73.0,211.0,2010,5,3,123
2023-2024,Zach Parise,COL,F,222.0,155.0,263.0,169.0,199.0,309.0,177.0,202.0,309.0,285.0,331.0,275.0,,201.0,Bottom 6,30,389.01666666667,5,2,41.0,1984-07-28,USA,USA,71.0,195.0,2003,1,17,17
2023-2024,Zachary Sanford,"ARI, CHI",F,420.0,116.0,,,270.0,351.0,434.0,,206.0,130.0,386.0,224.0,166.0,425.0,Bottom 6,29,314.26666666667,0,5,30.0,1994-11-09,USA,USA,76.0,206.0,2013,2,31,61
2023-2024,Zack Bolduc,STL,F,286.0,204.0,,,440.0,284.0,230.0,148.0,261.0,430.0,429.0,374.0,,311.0,Bottom 6,25,300.38333333333,5,1,22.0,2003-02-24,CAN,CAN,72.0,187.0,2021,1,17,17
2023-2024,Zack MacEwen,OTT,F,402.0,198.0,,,388.0,234.0,300.0,393.0,163.0,436.0,458.0,19.0,,447.0,Fringe,30,191.98333333333,2,1,29.0,1996-07-08,CAN,CAN,75.0,205.0,-,-,-,-
2023-2024,Zemgus Girgensons,BUF,F,352.0,54.0,,177.0,384.0,59.0,293.0,302.0,330.0,422.0,125.0,89.0,178.0,355.0,Bottom 6,63,746.53333333333,8,3,31.0,1994-01-05,LVA,LVA,74.0,200.0,2012,1,14,14
